Precinct,Race,LEG,CC,CG,CounterGroup,Party,CounterType,SumOfCount
SEA 36-2509,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,315
SEA 36-2509,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2509,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SEA 36-2509,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,24
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,310
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,,Write-in,1
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SEA 36-2510,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,31
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,357
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SEA 36-2511,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,37
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,409
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,,Write-in,1
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SEA 36-2512,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,33
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,362
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SEA 36-2513,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,3
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,34
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,217
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",2
SEA 36-2514,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,23
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,1
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,333
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SEA 36-2515,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,4
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,62
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,290
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,,Write-in,1
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
BOT 01-0258,State of Washington US President & Vice President,1,0,1,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,44
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,448
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
SEA 36-2517,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,33
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,2
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,465
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,,Write-in,1
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",5
SEA 36-2518,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,41
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,411
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,,Write-in,2
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",3
SEA 36-2520,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,4
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,1
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,53
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,280
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,,Write-in,2
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",4
SEA 36-2522,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,2
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,51
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,392
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,,Write-in,1
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SEA 36-2523,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,20
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,163
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,,Write-in,0
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",0
SEA 36-2524,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,1
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,48
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,339
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,,Write-in,3
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,Libertarian Party Nominees,"Jo Jorgensen and Jeremy ""Spike"" Cohen",1
SEA 36-2526,State of Washington US President & Vice President,36,0,7,Total,Green Party Nominees,Howie Hawkins and Angela Walker,0
SEA 36-2527,State of Washington US President & Vice President,36,0,7,Total,Socialist Workers Party Nominees,Alyson Kennedy and Malcolm M. Jarrett,0
SEA 36-2527,State of Washington US President & Vice President,36,0,7,Total,Republican Party Nominees,Donald J. Trump and Michael R. Pence,31
SEA 36-2527,State of Washington US President & Vice President,36,0,7,Total,Socialism and Liberation Party Nominees,Gloria La Riva and Sunil Freeman,0
SEA 36-2527,State of Washington US President & Vice President,36,0,7,Total,Democratic Party Nominees,Joseph R. Biden and Kamala D. Harris,228
