Contest,Candidate Issue,Party,Precinct Name,Provisional Votes,Mail Votes,Early Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Howie Hawkins,GRE,PRECINCT 500.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 501.0,0,0,0,0,2,0.19
President and Vice President,Howie Hawkins,GRE,PRECINCT 502.0,0,0,0,0,4,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 503.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 504.0,0,0,0,0,4,0.23
President and Vice President,Howie Hawkins,GRE,PRECINCT 505.0,0,0,0,0,2,0.19
President and Vice President,Howie Hawkins,GRE,PRECINCT 506.0,0,0,0,0,2,0.25
President and Vice President,Howie Hawkins,GRE,PRECINCT 507.0,0,0,0,0,2,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 508.0,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 509.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 510.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 511.0,0,0,0,0,4,0.38
President and Vice President,Howie Hawkins,GRE,PRECINCT 512.0,0,0,0,0,3,0.26
President and Vice President,Howie Hawkins,GRE,PRECINCT 514.0,0,0,0,0,2,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 515.0,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 516.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 517.0,0,0,0,0,1,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 518.0,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 519.0,0,0,0,0,3,0.24
President and Vice President,Howie Hawkins,GRE,PRECINCT 520.0,0,0,0,0,4,0.21
President and Vice President,Howie Hawkins,GRE,PRECINCT 521.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 522.0,0,0,0,0,3,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 523.0,0,0,0,0,1,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 524.0,0,0,0,0,4,0.27
President and Vice President,Howie Hawkins,GRE,PRECINCT 526.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 527.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 528.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 529.0,0,0,0,0,3,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 530.0,0,0,0,0,2,0.51
President and Vice President,Howie Hawkins,GRE,PRECINCT 531.0,0,0,0,0,4,0.28
President and Vice President,Howie Hawkins,GRE,PRECINCT 531.1,0,0,0,0,1,0.61
President and Vice President,Howie Hawkins,GRE,PRECINCT 532.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 533.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 533.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 534.0,0,0,0,0,2,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 534.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 534.2,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 535.0,0,0,0,0,1,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 536.0,0,0,0,0,2,5.88
President and Vice President,Howie Hawkins,GRE,PRECINCT 536.1,0,0,0,0,2,0.33
President and Vice President,Howie Hawkins,GRE,PRECINCT 537.0,0,0,0,0,1,0.25
President and Vice President,Howie Hawkins,GRE,PRECINCT 538.0,0,0,0,0,7,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 540.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 541.0,0,0,0,0,3,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 542.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 543.0,0,0,0,0,6,0.29
President and Vice President,Howie Hawkins,GRE,PRECINCT 544.0,0,0,0,0,6,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 545.0,0,0,0,0,3,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 546.0,0,0,0,0,1,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 547.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 548.0,0,0,0,0,2,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 549.0,0,0,0,0,2,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 550.0,0,0,0,0,6,0.37
President and Vice President,Howie Hawkins,GRE,PRECINCT 550.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 551.0,0,0,0,0,3,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 552.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 553.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 554.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 556.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 557.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 558.0,0,0,0,0,1,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 559.0,0,0,0,0,2,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 560.0,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 561.0,0,0,0,0,2,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 562.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 563.0,0,0,0,0,4,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 564.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 565.0,0,0,0,0,1,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 566.0,0,0,0,0,3,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 567.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 568.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 569.0,0,0,0,0,2,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 570.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 571.0,0,0,0,0,1,0.28
President and Vice President,Howie Hawkins,GRE,PRECINCT 572.0,0,0,0,0,1,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 573.0,0,0,0,0,2,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 574.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 575.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 576.0,0,0,0,0,5,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 577.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 578.0,0,0,0,0,5,0.29
President and Vice President,Howie Hawkins,GRE,PRECINCT 579.0,0,0,0,0,6,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 580.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 581.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 582.0,0,0,0,0,1,0.03
President and Vice President,Howie Hawkins,GRE,PRECINCT 583.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 584.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 585.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 586.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 587.0,0,0,0,0,3,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 588.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 588.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 589.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 591.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 591.1,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 592.0,0,0,0,0,2,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 593.0,0,0,0,0,3,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 594.0,0,0,0,0,2,0.24
President and Vice President,Howie Hawkins,GRE,PRECINCT 595.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 596.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 597.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 598.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 599.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 601.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 602.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 603.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 604.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 606.0,0,0,0,0,2,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 607.0,0,0,0,0,2,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 608.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 609.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 611.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 612.0,0,0,0,0,1,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 613.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 614.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 615.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 616.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 617.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 618.0,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 621.0,0,0,0,0,4,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 622.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 623.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 624.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 625.0,0,0,0,0,3,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 626.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 627.0,0,0,0,0,2,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 628.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 630.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 631.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 632.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 633.0,0,0,0,0,4,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 634.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 635.0,0,0,0,0,1,0.50
President and Vice President,Howie Hawkins,GRE,PRECINCT 636.0,0,0,0,0,5,0.19
President and Vice President,Howie Hawkins,GRE,PRECINCT 640.0,0,0,0,0,2,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 641.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 642.0,0,0,0,0,1,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 643.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 644.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 646.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 648.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 649.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 650.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 651.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 652.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 653.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 655.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 655.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 656.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 656.1,0,0,0,0,1,0.27
President and Vice President,Howie Hawkins,GRE,PRECINCT 658.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 658.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 659.0,0,0,0,0,1,0.27
President and Vice President,Howie Hawkins,GRE,PRECINCT 659.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 659.2,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 667.0,0,0,0,0,3,0.25
President and Vice President,Howie Hawkins,GRE,PRECINCT 668.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 669.0,0,0,0,0,3,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 670.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 672.0,0,0,0,0,2,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 673.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 674.0,0,0,0,0,3,0.33
President and Vice President,Howie Hawkins,GRE,PRECINCT 693.0,0,0,0,0,4,0.24
President and Vice President,Howie Hawkins,GRE,PRECINCT 694.0,0,0,0,0,3,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 695.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 696.0,0,0,0,0,4,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 697.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 699.0,0,0,0,0,2,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 700.0,0,0,0,0,3,0.30
President and Vice President,Howie Hawkins,GRE,PRECINCT 701.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 702.0,0,0,0,0,2,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 703.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 704.0,0,0,0,0,4,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 705.0,0,0,0,0,4,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 706.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 707.0,0,0,0,0,3,0.44
President and Vice President,Howie Hawkins,GRE,PRECINCT 707.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 708.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 710.0,0,0,0,0,2,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 711.0,0,0,0,0,3,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 712.0,0,0,0,0,2,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 713.0,0,0,0,0,4,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 714.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 715.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 716.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 717.0,0,0,0,0,6,0.25
President and Vice President,Howie Hawkins,GRE,PRECINCT 718.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 719.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 719.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 720.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 721.0,0,0,0,0,2,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 723.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 725.0,0,0,0,0,2,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 726.0,0,0,0,0,2,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 727.0,0,0,0,0,3,0.24
President and Vice President,Howie Hawkins,GRE,PRECINCT 728.0,0,0,0,0,3,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 729.0,0,0,0,0,6,0.32
President and Vice President,Howie Hawkins,GRE,PRECINCT 730.0,0,0,0,0,3,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 731.0,0,0,0,0,3,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 731.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 732.0,0,0,0,0,2,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 733.0,0,0,0,0,5,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 734.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 735.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 736.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 737.0,0,0,0,0,5,0.29
President and Vice President,Howie Hawkins,GRE,PRECINCT 738.0,0,0,0,0,2,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 739.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 740.0,0,0,0,0,2,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 741.0,0,0,0,0,2,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 742.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 742.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 743.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 743.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 744.0,0,0,0,0,4,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 745.0,0,0,0,0,1,0.03
President and Vice President,Howie Hawkins,GRE,PRECINCT 746.0,0,0,0,0,1,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 747.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 748.0,0,0,0,0,2,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 749.0,0,0,0,0,5,0.27
President and Vice President,Howie Hawkins,GRE,PRECINCT 750.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 751.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 752.0,0,0,0,0,7,0.27
President and Vice President,Howie Hawkins,GRE,PRECINCT 753.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 754.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 755.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 756.0,0,0,0,0,2,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 757.0,0,0,0,0,5,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 758.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 759.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 760.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 761.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 762.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 763.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 764.0,0,0,0,0,4,0.10
President and Vice President,Howie Hawkins,GRE,PRECINCT 765.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 766.0,0,0,0,0,5,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 767.0,0,0,0,0,4,0.20
President and Vice President,Howie Hawkins,GRE,PRECINCT 768.0,0,0,0,0,1,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 769.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 770.0,0,0,0,0,2,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 771.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 772.0,0,0,0,0,4,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 773.0,0,0,0,0,4,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 774.0,0,0,0,0,3,0.18
President and Vice President,Howie Hawkins,GRE,PRECINCT 775.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 776.0,0,0,0,0,6,0.21
President and Vice President,Howie Hawkins,GRE,PRECINCT 777.0,0,0,0,0,2,0.28
President and Vice President,Howie Hawkins,GRE,PRECINCT 778.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 779.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 781.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 782.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 783.0,0,0,0,0,3,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 784.0,0,0,0,0,1,0.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 785.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 786.0,0,0,0,0,2,0.09
President and Vice President,Howie Hawkins,GRE,PRECINCT 787.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 787.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 788.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 789.0,0,0,0,0,1,1.69
President and Vice President,Howie Hawkins,GRE,PRECINCT 790.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 791.0,0,0,0,0,1,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 792.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 793.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 794.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 796.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 796.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 797.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 798.0,0,0,0,0,7,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 800.0,0,0,0,0,5,0.33
President and Vice President,Howie Hawkins,GRE,PRECINCT 801.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 802.0,0,0,0,0,2,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 803.0,0,0,0,0,2,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 804.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 805.0,0,0,0,0,4,0.19
President and Vice President,Howie Hawkins,GRE,PRECINCT 806.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 807.0,0,0,0,0,5,0.36
President and Vice President,Howie Hawkins,GRE,PRECINCT 808.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 809.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 810.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 811.0,0,0,0,0,2,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 812.0,0,0,0,0,3,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 813.0,0,0,0,0,5,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 814.0,0,0,0,0,2,0.08
President and Vice President,Howie Hawkins,GRE,PRECINCT 815.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 816.0,0,0,0,0,5,0.22
President and Vice President,Howie Hawkins,GRE,PRECINCT 817.0,0,0,0,0,2,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 818.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 819.0,0,0,0,0,3,0.24
President and Vice President,Howie Hawkins,GRE,PRECINCT 820.0,0,0,0,0,4,0.12
President and Vice President,Howie Hawkins,GRE,PRECINCT 821.0,0,0,0,0,5,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 822.0,0,0,0,0,1,0.05
President and Vice President,Howie Hawkins,GRE,PRECINCT 823.0,0,0,0,0,3,0.14
President and Vice President,Howie Hawkins,GRE,PRECINCT 824.0,0,0,0,0,2,0.16
President and Vice President,Howie Hawkins,GRE,PRECINCT 825.0,0,0,0,0,5,0.17
President and Vice President,Howie Hawkins,GRE,PRECINCT 826.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 827.0,0,0,0,0,1,0.13
President and Vice President,Howie Hawkins,GRE,PRECINCT 827.1,0,0,0,0,1,0.11
President and Vice President,Howie Hawkins,GRE,PRECINCT 829.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 829.1,0,0,0,0,1,0.15
President and Vice President,Howie Hawkins,GRE,PRECINCT 830.0,0,0,0,0,1,0.06
President and Vice President,Howie Hawkins,GRE,PRECINCT 831.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 832.0,0,0,0,0,1,0.07
President and Vice President,Howie Hawkins,GRE,PRECINCT 832.1,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 833.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 834.0,0,0,0,0,1,2.04
President and Vice President,Howie Hawkins,GRE,PRECINCT 835.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 836.0,0,0,0,0,0,0.00
President and Vice President,Howie Hawkins,GRE,PRECINCT 837.0,0,0,0,0,2,0.09
